interaction_id,handled_by,response_time_s,resolved
INT2025_11_0001,AI,5.3,TRUE
INT2025_11_0002,AI,29.7,TRUE
INT2025_11_0003,AI,7.5,TRUE
INT2025_11_0004,Human,298.1,TRUE
INT2025_11_0005,AI,6,TRUE
INT2025_11_0006,Ai,-1,FALSE
INT2025_11_0007,Human,175.9,TRUE
INT2025_11_0008,Human,405,TRUE
INT2025_11_0009,AI,,FALSE
INT2025_11_0010,Human,530,TRUE
INT2025_11_0011,AI,8.2,TRUE
INT2025_11_0012,Human,245.3,TRUE
INT2025_11_0013,AI,12.5,TRUE
INT2025_11_0014,AI,6.8,TRUE
INT2025_11_0015,Human,189.4,TRUE
INT2025_11_0016,AI,9.1,TRUE
INT2025_11_0017,AI,4.7,TRUE
INT2025_11_0019,Human,312.6,TRUE
INT2025_11_0020,AI,11.3,TRUE
INT2025_11_0021,AI,7.9,TRUE
INT2025_11_0022,Human,267.8,FALSE
INT2025_11_0023,AI,5.6,TRUE
INT2025_11_0024,AI,13.2,TRUE
INT2025_11_0025,Human,198.5,TRUE
INT2025_11_0026,AI,8.4,TRUE
INT2025_11_0027,AI,6.2,TRUE
INT2025_11_0028,Human,345.7,TRUE
INT2025_11_0029,AI,10.8,TRUE
INT2025_11_0030,AI,7.3,TRUE
INT2025_11_0031,AI,9.5,TRUE
INT2025_11_0033,Human,223.4,TRUE
INT2025_11_0034,AI,5.9,TRUE
INT2025_11_0035,AI,14.1,TRUE
INT2025_11_0036,Human,276.2,FALSE
INT2025_11_0037,AI,8.7,TRUE
INT2025_11_0038,AI,6.5,TRUE
INT2025_11_0039,Human,412.3,TRUE
INT2025_11_0040,AI,11.9,TRUE
INT2025_11_0041,AI,7.6,TRUE
INT2025_11_0042,AI,9.8,TRUE
INT2025_11_0043,Human,234.6,TRUE
INT2025_11_0044,AI,12.7,TRUE
INT2025_11_0046,AI,8.1,TRUE
INT2025_11_0047,Human,289.5,TRUE
INT2025_11_0048,AI,6.9,TRUE
INT2025_11_0049,AI,10.4,TRUE
INT2025_11_0050,Human,367.8,FALSE
INT2025_11_0051,AI,7.2,TRUE
INT2025_11_0052,AI,5.8,TRUE
INT2025_11_0053,AI,13.5,TRUE
INT2025_11_0054,Human,256.9,TRUE
INT2025_11_0055,AI,9.3,TRUE
INT2025_11_0056,AI,6.7,TRUE
INT2025_11_0057,Human,298.4,TRUE
INT2025_11_0059,AI,11.6,TRUE
INT2025_11_0060,AI,8.9,TRUE
INT2025_11_0061,Human,245.7,TRUE
INT2025_11_0062,AI,7.4,TRUE
INT2025_11_0063,AI,12.1,TRUE
INT2025_11_0064,AI,5.5,TRUE
INT2025_11_0065,Human,334.2,FALSE
INT2025_11_0066,AI,9.7,TRUE
INT2025_11_0067,AI,6.3,TRUE
INT2025_11_0068,Human,278.6,TRUE
INT2025_11_0070,AI,10.2,TRUE
INT2025_11_0071,AI,8.5,TRUE
INT2025_11_0072,Human,312.9,TRUE
INT2025_11_0073,AI,7.1,TRUE
INT2025_11_0074,AI,13.8,TRUE
INT2025_11_0075,Human,267.3,TRUE
INT2025_11_0076,AI,9.4,TRUE
INT2025_11_0077,AI,6.1,TRUE
INT2025_11_0078,Human,389.5,FALSE
INT2025_11_0079,AI,11.2,TRUE
INT2025_11_0080,AI,8.6,TRUE
INT2025_11_0081,Human,234.8,TRUE
INT2025_11_0083,AI,7.8,TRUE
INT2025_11_0084,AI,12.9,TRUE
INT2025_11_0085,Human,298.7,TRUE
INT2025_11_0086,AI,5.4,TRUE
INT2025_11_0087,AI,9.9,TRUE
INT2025_11_0088,Human,356.4,TRUE
INT2025_11_0089,AI,6.8,TRUE
INT2025_11_0090,AI,10.5,TRUE
INT2025_11_0091,Human,289.1,FALSE
INT2025_11_0092,AI,8.3,TRUE
INT2025_11_0094,AI,7.5,TRUE
INT2025_11_0095,Human,423.6,TRUE
INT2025_11_0096,AI,11.8,TRUE
INT2025_11_0097,AI,9.1,TRUE
INT2025_11_0098,Human,245.2,TRUE
INT2025_11_0099,AI,6.4,TRUE
INT2025_11_0100,AI,13.3,TRUE
INT2025_11_0101,Human,312.5,FALSE
INT2025_11_0102,AI,8.7,TRUE
