interaction_id,timestamp,hotel_id,channel,language,request_type,complexity
INT2025_03_0001,01/03/2025 07:38,hotel_01,email,NO,info,simple
INT2025_03_0002,01/03/2025 08:05,hotel_03,website_chat,EN,booking,complex
INT2025_03_0003,02/03/2025 09:11,hotel_05,website_chat,NO,service_request,simple
INT2025_03_0004,02/03/2025 10:29,hotel_07,instagram,EN,complaint,complex
INT2025_03_0005,03/03/2025 11:47,hotel_02,email,NO,check_out,simple
INT2025_03_0006,03/03/2025 11:47,hotel_02,email,NO,check_out,simple
INT2025_03_0007,04/03/2025 13:20,hotel_10,facebook,EN,spa_reservation,complex
INT2025_03_0008,05/03/2025 14:02,hotel_09,website_chat,NO,technical_issue,complex
INT2025_03_0009,06/03/2025 16:34,hotel_99,website_chat,NO,info,simple
INT2025_03_0010,07/03/2025 18:18,hotel_06,websit_chat,EN,booking,complex
INT2025_03_0011,08/03/2025 07:42,hotel_08,facebook,NO,info,simple
INT2025_03_0012,08/03/2025 08:56,hotel_12,email,EN,booking,complex
INT2025_03_0013,09/03/2025 09:28,hotel_03,website_chat,NO,complaint,medium
INT2025_03_0014,09/03/2025 10:41,hotel_15,instagram,,service_request,simple
INT2025_03_0015,10/03/2025 11:33,hotel_99,websit_chat,NO,check_in,simple
INT2025_03_0016,10/03/2025 12:52,hotel_07,email,EN,info,complex
INT2025_03_0017,11/03/2025 13:37,hotel_02,facebook,NO,spa_reservation,simple
INT2025_03_0018,11/03/2025 14:19,hotel_14,website_chat,,technical_issue,complex
INT2025_03_0019,12/03/2025 15:08,hotel_06,instagram,EN,booking,medium
INT2025_03_0020,12/03/2025 16:42,hotel_11,email,NO,servce,simple
INT2025_03_0021,13/03/2025 17:11,hotel_04,websit_chat,EN,complaint,complex
INT2025_03_0022,13/03/2025 08:23,hotel_09,facebook,NO,info,simple
INT2025_03_0023,14/03/2025 09:41,hotel_03,email,,check_out,medium
INT2025_03_0024,14/03/2025 10:57,hotel_250,website_chat,EN,booking,simple
INT2025_03_0025,15/03/2025 11:28,hotel_07,instagram,NO,service_request,complex
INT2025_03_0026,15/03/2025 12:46,hotel_05,websit_chat,EN,spa_reservation,simple
INT2025_03_0027,16/03/2025 14:03,hotel_12,facebook,,technical_issue,medium
INT2025_03_0028,16/03/2025 14:38,hotel_08,email,NO,info,complex
INT2025_03_0029,17/03/2025 15:22,hotel_02,website_chat,EN,booking,simple
INT2025_03_0030,17/03/2025 16:14,hotel_06,instagram,NO,complaint,medium
INT2025_03_0031,18/03/2025 07:39,hotel_99,facebook,,check_in,complex
INT2025_03_0032,18/03/2025 08:57,hotel_10,email,EN,servce,simple
INT2025_03_0033,19/03/2025 09:26,hotel_04,websit_chat,NO,service_request,medium
INT2025_03_0034,19/03/2025 10:44,hotel_13,website_chat,EN,info,simple
INT2025_03_0035,20/03/2025 11:58,hotel_07,instagram,,spa_reservation,complex
INT2025_03_0036,20/03/2025 12:31,hotel_05,facebook,NO,technical_issue,simple
INT2025_03_0037,21/03/2025 13:48,hotel_11,email,EN,booking,medium
INT2025_03_0038,21/03/2025 15:04,hotel_03,website_chat,NO,check_out,complex
INT2025_03_0039,22/03/2025 15:17,hotel_09,websit_chat,,complaint,simple
INT2025_03_0040,22/03/2025 16:32,hotel_06,instagram,EN,info,medium
INT2025_03_0041,23/03/2025 07:21,hotel_02,facebook,NO,servce,complex
INT2025_03_0042,23/03/2025 08:37,hotel_08,email,EN,booking,simple
INT2025_03_0043,24/03/2025 09:53,hotel_12,website_chat,,service_request,medium
INT2025_03_0044,24/03/2025 11:08,hotel_04,websit_chat,NO,spa_reservation,complex
INT2025_03_0045,25/03/2025 11:42,hotel_99,instagram,EN,technical_issue,simple
INT2025_03_0046,25/03/2025 12:59,hotel_07,facebook,,check_in,medium
INT2025_03_0047,26/03/2025 13:33,hotel_05,email,NO,info,complex
INT2025_03_0048,26/03/2025 14:47,hotel_10,website_chat,EN,complaint,simple
INT2025_03_0049,27/03/2025 16:03,hotel_03,websit_chat,NO,booking,medium
INT2025_03_0050,27/03/2025 16:38,hotel_13,instagram,,check_out,complex
INT2025_03_0051,28/03/2025 07:16,hotel_06,facebook,EN,servce,simple
INT2025_03_0052,28/03/2025 08:32,hotel_11,email,NO,service_request,medium
INT2025_03_0053,29/03/2025 09:48,hotel_09,website_chat,,spa_reservation,complex
INT2025_03_0054,29/03/2025 11:03,hotel_02,websit_chat,EN,technical_issue,simple
INT2025_03_0055,30/03/2025 11:38,hotel_08,instagram,NO,info,medium
INT2025_03_0056,30/03/2025 12:53,hotel_12,facebook,,booking,complex
INT2025_03_0057,31/03/2025 14:08,hotel_04,email,EN,check_in,simple
INT2025_03_0058,31/03/2025 14:43,hotel_07,website_chat,NO,complaint,medium
INT2025_03_0059,01/03/2025 15:28,hotel_05,websit_chat,,servce,complex
INT2025_03_0060,01/03/2025 16:13,hotel_99,instagram,EN,service_request,simple
INT2025_03_0061,02/03/2025 07:32,hotel_10,facebook,NO,spa_reservation,medium
INT2025_03_0062,02/03/2025 08:48,hotel_03,email,,technical_issue,complex
INT2025_03_0063,03/03/2025 10:03,hotel_13,website_chat,EN,info,simple
INT2025_03_0064,03/03/2025 10:38,hotel_06,websit_chat,NO,booking,medium
INT2025_03_0065,04/03/2025 11:53,hotel_11,instagram,,check_out,complex
INT2025_03_0066,04/03/2025 13:08,hotel_09,facebook,EN,complaint,simple
INT2025_03_0067,05/03/2025 13:43,hotel_02,email,NO,servce,medium
INT2025_03_0068,05/03/2025 14:58,hotel_08,website_chat,,check_in,complex
INT2025_03_0069,06/03/2025 15:33,hotel_12,websit_chat,EN,service_request,simple
INT2025_03_0070,06/03/2025 16:48,hotel_04,instagram,NO,spa_reservation,medium
INT2025_03_0071,07/03/2025 07:27,hotel_250,facebook,,technical_issue,complex
INT2025_03_0072,07/03/2025 08:43,hotel_05,email,EN,info,simple
INT2025_03_0073,08/03/2025 09:58,hotel_07,websit_chat,NO,booking,medium
INT2025_03_0074,08/03/2025 10:33,hotel_99,website_chat,,complaint,complex
INT2025_03_0075,09/03/2025 11:48,hotel_10,instagram,EN,check_out,simple
INT2025_03_0076,09/03/2025 13:03,hotel_03,facebook,NO,servce,medium
INT2025_03_0077,10/03/2025 13:38,hotel_13,email,,service_request,complex
INT2025_03_0078,10/03/2025 14:53,hotel_06,websit_chat,EN,spa_reservation,simple
INT2025_03_0079,11/03/2025 16:08,hotel_11,website_chat,NO,technical_issue,medium
INT2025_03_0080,11/03/2025 16:43,hotel_09,instagram,,check_in,complex
INT2025_03_0081,12/03/2025 07:18,hotel_02,facebook,EN,info,simple
INT2025_03_0082,12/03/2025 08:33,hotel_08,email,NO,booking,medium
INT2025_03_0083,13/03/2025 09:48,hotel_12,website_chat,,complaint,complex
INT2025_03_0084,13/03/2025 11:03,hotel_04,websit_chat,EN,check_out,simple
INT2025_03_0085,14/03/2025 11:38,hotel_07,instagram,NO,servce,medium
INT2025_03_0086,14/03/2025 12:53,hotel_05,facebook,,service_request,complex
INT2025_03_0087,15/03/2025 14:08,hotel_99,email,EN,spa_reservation,simple
INT2025_03_0088,15/03/2025 14:43,hotel_10,websit_chat,NO,technical_issue,medium
INT2025_03_0089,16/03/2025 15:28,hotel_03,website_chat,,info,complex
INT2025_03_0090,16/03/2025 16:13,hotel_13,instagram,EN,check_in,simple
INT2025_03_0091,17/03/2025 07:32,hotel_06,facebook,NO,booking,medium
INT2025_03_0092,17/03/2025 08:48,hotel_11,email,,complaint,complex
INT2025_03_0093,18/03/2025 10:03,hotel_09,websit_chat,EN,servce,simple
INT2025_03_0094,18/03/2025 10:38,hotel_02,website_chat,NO,service_request,medium
INT2025_03_0095,19/03/2025 11:53,hotel_08,instagram,,spa_reservation,complex
INT2025_03_0096,19/03/2025 13:08,hotel_12,facebook,EN,technical_issue,simple
INT2025_03_0097,20/03/2025 13:43,hotel_04,email,NO,check_out,medium
INT2025_03_0098,20/03/2025 14:58,hotel_250,websit_chat,,info,complex
INT2025_03_0099,21/03/2025 15:33,hotel_05,website_chat,EN,booking,simple
INT2025_03_0100,21/03/2025 16:48,hotel_07,instagram,NO,complaint,medium
INT2025_03_0101,22/03/2025 07:27,hotel_99,facebook,,check_in,complex
INT2025_03_0102,22/03/2025 08:43,hotel_10,email,EN,servce,simple
INT2025_03_0103,23/03/2025 09:58,hotel_03,websit_chat,NO,service_request,medium
INT2025_03_0104,23/03/2025 10:33,hotel_13,website_chat,,spa_reservation,complex
INT2025_03_0105,24/03/2025 11:48,hotel_06,instagram,EN,technical_issue,simple
INT2025_03_0106,24/03/2025 13:03,hotel_11,facebook,NO,info,medium
INT2025_03_0107,25/03/2025 13:38,hotel_09,email,,booking,complex
INT2025_03_0108,25/03/2025 14:53,hotel_02,websit_chat,EN,check_out,simple
INT2025_03_0109,26/03/2025 16:08,hotel_08,website_chat,NO,complaint,medium
INT2025_03_0110,26/03/2025 16:43,hotel_12,instagram,,servce,complex
INT2025_03_0111,27/03/2025 07:18,hotel_04,facebook,EN,service_request,simple
INT2025_03_0112,27/03/2025 08:33,hotel_07,email,NO,spa_reservation,medium
INT2025_03_0113,28/03/2025 09:48,hotel_05,website_chat,,technical_issue,complex
INT2025_03_0114,28/03/2025 11:03,hotel_99,websit_chat,EN,check_in,simple
INT2025_03_0115,29/03/2025 11:38,hotel_10,instagram,NO,info,medium
INT2025_03_0116,29/03/2025 12:53,hotel_03,facebook,,booking,complex
INT2025_03_0117,30/03/2025 14:08,hotel_13,email,EN,complaint,simple
INT2025_03_0118,30/03/2025 14:43,hotel_06,websit_chat,NO,check_out,medium
INT2025_03_0119,31/03/2025 15:28,hotel_11,website_chat,,servce,complex
INT2025_03_0120,31/03/2025 16:13,hotel_09,instagram,EN,service_request,simple
INT2025_03_0121,01/03/2025 07:32,hotel_02,facebook,NO,spa_reservation,medium
INT2025_03_0122,01/03/2025 08:48,hotel_08,email,,technical_issue,complex
INT2025_03_0123,02/03/2025 10:03,hotel_12,websit_chat,EN,info,simple
INT2025_03_0124,02/03/2025 10:38,hotel_250,website_chat,NO,check_in,medium
INT2025_03_0125,03/03/2025 11:53,hotel_07,instagram,,booking,complex
INT2025_03_0126,03/03/2025 13:08,hotel_05,facebook,EN,complaint,simple
INT2025_03_0127,04/03/2025 13:43,hotel_99,email,NO,servce,medium
INT2025_03_0128,04/03/2025 14:58,hotel_10,website_chat,,service_request,complex
INT2025_03_0129,05/03/2025 15:33,hotel_03,websit_chat,EN,spa_reservation,simple
INT2025_03_0130,05/03/2025 16:48,hotel_13,instagram,NO,technical_issue,medium
INT2025_03_0131,06/03/2025 07:27,hotel_06,facebook,,check_out,complex
INT2025_03_0132,06/03/2025 08:43,hotel_11,email,EN,info,simple
INT2025_03_0133,07/03/2025 09:58,hotel_09,websit_chat,NO,booking,medium
INT2025_03_0134,07/03/2025 10:33,hotel_02,website_chat,,complaint,complex
INT2025_03_0135,08/03/2025 11:48,hotel_08,instagram,EN,check_in,simple
INT2025_03_0136,08/03/2025 13:03,hotel_12,facebook,NO,servce,medium
INT2025_03_0137,09/03/2025 13:38,hotel_04,email,,service_request,complex
INT2025_03_0138,09/03/2025 14:53,hotel_99,websit_chat,EN,spa_reservation,simple
INT2025_03_0139,10/03/2025 16:08,hotel_05,website_chat,NO,technical_issue,medium
INT2025_03_0140,10/03/2025 16:43,hotel_07,instagram,,info,complex
INT2025_03_0141,11/03/2025 07:18,hotel_10,facebook,EN,booking,simple
INT2025_03_0142,11/03/2025 08:33,hotel_03,email,NO,check_out,medium
INT2025_03_0143,12/03/2025 09:48,hotel_13,websit_chat,,complaint,complex
INT2025_03_0144,12/03/2025 11:03,hotel_06,website_chat,EN,servce,simple
INT2025_03_0145,13/03/2025 11:38,hotel_11,instagram,NO,service_request,medium
INT2025_03_0146,13/03/2025 12:53,hotel_09,facebook,,spa_reservation,complex
INT2025_03_0147,14/03/2025 14:08,hotel_02,email,EN,technical_issue,simple
INT2025_03_0148,14/03/2025 14:43,hotel_08,websit_chat,NO,check_in,medium
INT2025_03_0149,15/03/2025 15:28,hotel_12,website_chat,,info,complex
INT2025_03_0150,15/03/2025 16:13,hotel_250,instagram,EN,booking,simple
INT2025_03_0151,16/03/2025 07:32,hotel_07,facebook,NO,complaint,medium
INT2025_03_0152,16/03/2025 08:48,hotel_05,email,,check_out,complex
INT2025_03_0153,17/03/2025 10:03,hotel_99,websit_chat,EN,servce,simple
INT2025_03_0154,17/03/2025 10:38,hotel_10,website_chat,NO,service_request,medium
INT2025_03_0155,18/03/2025 11:53,hotel_03,instagram,,spa_reservation,complex
INT2025_03_0156,18/03/2025 13:08,hotel_13,facebook,EN,technical_issue,simple
INT2025_03_0157,19/03/2025 13:43,hotel_06,email,NO,info,medium
INT2025_03_0158,19/03/2025 14:58,hotel_11,websit_chat,,check_in,complex
INT2025_03_0159,20/03/2025 15:33,hotel_09,website_chat,EN,booking,simple
INT2025_03_0160,20/03/2025 16:48,hotel_02,instagram,NO,complaint,medium
INT2025_03_0161,21/03/2025 07:27,hotel_08,facebook,,servce,complex
INT2025_03_0162,21/03/2025 08:43,hotel_12,email,EN,service_request,simple
INT2025_03_0163,22/03/2025 09:58,hotel_04,websit_chat,NO,spa_reservation,medium
INT2025_03_0164,22/03/2025 10:33,hotel_99,website_chat,,technical_issue,complex
INT2025_03_0165,23/03/2025 11:48,hotel_05,instagram,EN,check_out,simple
INT2025_03_0166,23/03/2025 13:03,hotel_07,facebook,NO,info,medium
INT2025_03_0167,24/03/2025 13:38,hotel_10,email,,booking,complex
INT2025_03_0168,24/03/2025 14:53,hotel_03,websit_chat,EN,complaint,simple
INT2025_03_0169,25/03/2025 16:08,hotel_13,website_chat,NO,check_in,medium
INT2025_03_0170,25/03/2025 16:43,hotel_06,instagram,,servce,complex
INT2025_03_0171,26/03/2025 07:18,hotel_250,facebook,EN,service_request,simple
INT2025_03_0172,26/03/2025 08:33,hotel_09,email,NO,spa_reservation,medium
INT2025_03_0173,27/03/2025 09:48,hotel_02,websit_chat,,technical_issue,complex
INT2025_03_0174,27/03/2025 11:03,hotel_08,website_chat,EN,info,simple
INT2025_03_0175,28/03/2025 11:38,hotel_12,instagram,NO,booking,medium
INT2025_03_0176,28/03/2025 12:53,hotel_04,facebook,,check_out,complex
INT2025_03_0177,29/03/2025 14:08,hotel_07,email,EN,complaint,simple
INT2025_03_0178,29/03/2025 14:43,hotel_99,websit_chat,NO,servce,medium
INT2025_03_0179,30/03/2025 15:28,hotel_05,website_chat,,service_request,complex
INT2025_03_0180,30/03/2025 16:13,hotel_10,instagram,EN,spa_reservation,simple
INT2025_03_0181,31/03/2025 07:32,hotel_03,facebook,NO,technical_issue,medium
INT2025_03_0182,31/03/2025 08:48,hotel_13,email,,check_in,complex
INT2025_03_0183,01/03/2025 10:03,hotel_06,websit_chat,EN,info,simple
INT2025_03_0184,01/03/2025 10:38,hotel_11,website_chat,NO,booking,medium
INT2025_03_0185,02/03/2025 11:53,hotel_09,instagram,,complaint,complex
INT2025_03_0186,02/03/2025 13:08,hotel_02,facebook,EN,check_out,simple
INT2025_03_0187,03/03/2025 13:43,hotel_08,email,NO,servce,medium
INT2025_03_0188,03/03/2025 14:58,hotel_12,websit_chat,,service_request,complex
INT2025_03_0189,04/03/2025 15:33,hotel_04,website_chat,EN,spa_reservation,simple
INT2025_03_0190,04/03/2025 16:48,hotel_250,instagram,NO,technical_issue,medium
INT2025_03_0191,05/03/2025 07:27,hotel_05,facebook,,info,complex
INT2025_03_0192,05/03/2025 08:43,hotel_07,email,EN,check_in,simple
INT2025_03_0193,06/03/2025 09:58,hotel_99,websit_chat,NO,booking,medium
INT2025_03_0194,06/03/2025 10:33,hotel_10,website_chat,,complaint,complex
INT2025_03_0195,07/03/2025 11:48,hotel_03,instagram,EN,servce,simple
INT2025_03_0196,07/03/2025 13:03,hotel_13,facebook,NO,service_request,medium
INT2025_03_0197,08/03/2025 13:38,hotel_06,email,,spa_reservation,complex
INT2025_03_0198,08/03/2025 14:53,hotel_11,websit_chat,EN,technical_issue,simple
