interaction_id,handled_by,response_time_s,resolved
INT2025_04_0001,AI,5.9,TRUE
INT2025_04_0002,AI,35.7,TRUE
INT2025_04_0003,AI,8.6,TRUE
INT2025_04_0004,Human,342.1,TRUE
INT2025_04_0005,AI,6.8,TRUE
INT2025_04_0006,Ai,-2,FALSE
INT2025_04_0007,Human,198.3,TRUE
INT2025_04_0008,Human,480,TRUE
INT2025_04_0009,AI,,FALSE
INT2025_04_0010,Human,615,TRUE
INT2025_04_0011,AI,15,TRUE
INT2025_04_0012,AI,24,TRUE
INT2025_04_0013,Human,300,TRUE
INT2025_04_0014,AI,11,TRUE
INT2025_04_0016,AI,9,TRUE
INT2025_04_0017,AI,38,TRUE
INT2025_04_0018,Human,340,TRUE
INT2025_04_0019,AI,14,TRUE
INT2025_04_0020,Human,380,TRUE
INT2025_04_0021,AI,19,TRUE
INT2025_04_0022,AI,32,TRUE
INT2025_04_0023,Human,450,FALSE
INT2025_04_0024,AI,13,TRUE
INT2025_04_0025,Human,310,TRUE
INT2025_04_0026,AI,8,TRUE
INT2025_04_0028,Human,360,TRUE
INT2025_04_0029,AI,16,TRUE
INT2025_04_0030,Human,500,FALSE
INT2025_04_0031,AI,20,TRUE
INT2025_04_0032,AI,35,TRUE
INT2025_04_0033,Human,410,TRUE
INT2025_04_0034,AI,14,TRUE
INT2025_04_0035,Human,320,TRUE
INT2025_04_0036,AI,10,TRUE
INT2025_04_0037,AI,45,TRUE
INT2025_04_0038,Human,480,FALSE
INT2025_04_0039,AI,17,TRUE
INT2025_04_0040,Human,360,TRUE
INT2025_04_0041,AI,22,TRUE
INT2025_04_0042,AI,36,TRUE
INT2025_04_0043,Human,430,TRUE
INT2025_04_0044,AI,15,TRUE
INT2025_04_0046,Human,300,TRUE
INT2025_04_0047,AI,11,TRUE
INT2025_04_0048,AI,50,TRUE
INT2025_04_0049,Human,400,TRUE
INT2025_04_0050,AI,18,TRUE
INT2025_04_0051,Human,450,FALSE
INT2025_04_0052,AI,23,TRUE
INT2025_04_0053,AI,37,TRUE
INT2025_04_0054,Human,420,TRUE
INT2025_04_0055,AI,16,TRUE
INT2025_04_0056,Human,330,TRUE
INT2025_04_0057,AI,12,TRUE
INT2025_04_0058,AI,55,TRUE
INT2025_04_0059,Human,520,FALSE
INT2025_04_0060,AI,19,TRUE
INT2025_04_0061,Human,380,TRUE
INT2025_04_0062,AI,24,TRUE
INT2025_04_0063,AI,38,TRUE
INT2025_04_0064,Human,460,FALSE
INT2025_04_0065,AI,15,TRUE
INT2025_04_0066,Human,310,TRUE
INT2025_04_0067,AI,11,TRUE
INT2025_04_0068,AI,57,TRUE
INT2025_04_0069,Human,400,TRUE
INT2025_04_0070,AI,20,TRUE
INT2025_04_0071,Human,430,TRUE
INT2025_04_0072,AI,25,TRUE
INT2025_04_0073,AI,40,TRUE
INT2025_04_0074,Human,480,FALSE
