interaction_id,handled_by,response_time_s,resolved
INT2025_07_0001,AI,5.2,TRUE
INT2025_07_0002,AI,29.8,TRUE
INT2025_07_0003,AI,7.6,TRUE
INT2025_07_0004,Human,305.4,TRUE
INT2025_07_0005,AI,6,TRUE
INT2025_07_0006,Ai,-1,FALSE
INT2025_07_0007,Human,178.6,TRUE
INT2025_07_0008,Human,410,TRUE
INT2025_07_0009,AI,,FALSE
INT2025_07_0010,Human,560,TRUE
INT2025_07_0011,AI,22,TRUE
INT2025_07_0013,Human,380,TRUE
INT2025_07_0015,AI,18,TRUE
INT2025_07_0016,AI,46,TRUE
INT2025_07_0019,Human,520,FALSE
INT2025_07_0020,AI,24,TRUE
INT2025_07_0023,AI,41,TRUE
INT2025_07_0024,Human,430,TRUE
INT2025_07_0027,AI,20,TRUE
INT2025_07_0029,Human,360,TRUE
INT2025_07_0031,AI,29,TRUE
INT2025_07_0032,AI,54,TRUE
INT2025_07_0035,Human,600,FALSE
INT2025_07_0036,AI,23,TRUE
INT2025_07_0038,Human,390,TRUE
INT2025_07_0040,AI,34,TRUE
INT2025_07_0041,AI,58,TRUE
INT2025_07_0044,Human,480,FALSE
INT2025_07_0045,AI,26,TRUE
INT2025_07_0047,Human,330,TRUE
INT2025_07_0049,AI,31,TRUE
INT2025_07_0050,AI,60,TRUE
INT2025_07_0053,Human,450,TRUE
INT2025_07_0054,AI,22,TRUE
INT2025_07_0056,Human,320,TRUE
INT2025_07_0058,AI,38,TRUE
INT2025_07_0059,AI,65,TRUE
INT2025_07_0062,Human,520,FALSE
INT2025_07_0063,AI,27,TRUE
INT2025_07_0065,Human,360,TRUE
INT2025_07_0067,AI,33,TRUE
INT2025_07_0068,AI,56,TRUE
INT2025_07_0071,Human,430,TRUE
INT2025_07_0072,AI,25,TRUE
INT2025_07_0074,Human,300,TRUE
INT2025_07_0076,AI,41,TRUE
INT2025_07_0077,AI,68,TRUE
INT2025_07_0080,Human,600,FALSE
INT2025_07_0081,AI,29,TRUE
INT2025_07_0083,Human,380,TRUE
INT2025_07_0085,AI,35,TRUE
INT2025_07_0086,AI,62,TRUE
INT2025_07_0089,Human,450,TRUE
INT2025_07_0090,AI,24,TRUE
INT2025_07_0092,Human,320,TRUE
INT2025_07_0094,AI,40,TRUE
INT2025_07_0095,AI,70,TRUE
INT2025_07_0098,Human,520,FALSE
INT2025_07_0099,AI,28,TRUE
INT2025_07_0101,Human,360,TRUE
INT2025_07_0103,AI,36,TRUE
INT2025_07_0104,AI,64,TRUE
INT2025_07_0107,Human,430,TRUE
INT2025_07_0108,AI,26,TRUE
INT2025_07_0110,Human,330,TRUE
INT2025_07_0112,AI,42,TRUE
INT2025_07_0113,AI,72,TRUE
INT2025_07_0116,Human,600,FALSE
INT2025_07_0117,AI,30,TRUE
INT2025_07_0119,Human,380,TRUE
INT2025_07_0121,AI,37,TRUE
INT2025_07_0122,AI,66,TRUE
INT2025_07_0125,Human,450,TRUE
INT2025_07_0126,AI,25,TRUE
INT2025_07_0128,Human,320,TRUE
INT2025_07_0130,AI,44,TRUE
INT2025_07_0131,AI,74,TRUE
