interaction_id,timestamp,hotel_id,channel,language,request_type,complexity
INT2025_05_0001,01/05/2025 07:18,hotel_01,email,NO,info,simple
INT2025_05_0002,01/05/2025 08:04,hotel_03,website_chat,EN,booking,complex
INT2025_05_0003,02/05/2025 09:26,hotel_05,website_chat,NO,service_request,simple
INT2025_05_0004,02/05/2025 10:52,hotel_07,instagram,EN,complaint,complex
INT2025_05_0005,03/05/2025 11:33,hotel_02,email,NO,check_out,simple
INT2025_05_0006,03/05/2025 11:33,hotel_02,email,NO,check_out,simple
INT2025_05_0007,04/05/2025 13:47,hotel_10,facebook,EN,spa_reservation,complex
INT2025_05_0008,05/05/2025 14:21,hotel_09,website_chat,NO,technical_issue,complex
INT2025_05_0009,06/05/2025 16:08,hotel_12,website_chat,EN,info,simple
INT2025_05_0010,07/05/2025 18:59,hotel_99,email,NO,booking,complex
INT2025_05_0004,02/05/2025 10:02,hotel_02,website_chat,NO,info,simple
INT2025_05_0005,02/05/2025 10:47,hotel_04,email,EN,booking,complex
INT2025_05_0006,02/05/2025 11:15,hotel_06,website_chat,NO,service_request,simple
INT2025_05_0007,02/05/2025 11:52,hotel_01,facebook,EN,info,simple
INT2025_05_0008,02/05/2025 12:30,hotel_03,email,NO,check_in,simple
INT2025_05_0009,02/05/2025 13:05,hotel_05,website_chat,EN,booking,complex
INT2025_05_0010,02/05/2025 13:47,hotel_07,instagram,EN,complaint,complex
INT2025_05_0011,02/05/2025 14:22,hotel_08,website_chat,NO,info,simple
INT2025_05_0012,02/05/2025 15:01,hotel_09,email,NO,service_request,simple
INT2025_05_0013,02/05/2025 15:44,hotel_10,website_chat,EN,booking,complex
INT2025_05_0014,02/05/2025 16:20,hotel_11,facebook,EN,info,simple
INT2025_05_0015,02/05/2025 17:05,hotel_12,email,NO,check_out,simple
INT2025_05_0016,03/05/2025 07:42,hotel_01,website_chat,NO,info,simple
INT2025_05_0017,03/05/2025 08:18,hotel_02,email,EN,booking,complex
INT2025_05_0018,03/05/2025 09:03,hotel_03,website_chat,NO,service_request,simple
INT2025_05_0019,03/05/2025 09:55,hotel_04,instagram,EN,complaint,complex
INT2025_05_0020,03/05/2025 10:37,hotel_05,email,NO,info,simple
INT2025_05_0021,03/05/2025 11:26,hotel_06,website_chat,EN,booking,complex
INT2025_05_0022,03/05/2025 12:04,hotel_07,facebook,EN,info,simple
INT2025_05_0023,03/05/2025 12:46,hotel_08,email,NO,service_request,simple
INT2025_05_0024,03/05/2025 13:30,hotel_09,website_chat,EN,booking,complex
INT2025_05_0025,03/05/2025 14:12,hotel_10,instagram,EN,complaint,complex
INT2025_05_0026,03/05/2025 14:55,hotel_11,email,NO,info,simple
INT2025_05_0027,03/05/2025 15:41,hotel_12,website_chat,EN,booking,complex
INT2025_05_0028,03/05/2025 16:20,hotel_01,email,NO,check_in,simple
INT2025_05_0029,03/05/2025 17:08,hotel_02,website_chat,EN,info,simple
INT2025_05_0030,04/05/2025 07:35,hotel_03,email,NO,info,simple
INT2025_05_0031,04/05/2025 08:12,hotel_04,website_chat,EN,booking,complex
INT2025_05_0032,04/05/2025 08:59,hotel_05,website_chat,NO,service_request,simple
INT2025_05_0033,04/05/2025 09:44,hotel_06,email,EN,info,simple
INT2025_05_0034,04/05/2025 10:26,hotel_07,instagram,EN,complaint,complex
INT2025_05_0035,04/05/2025 11:03,hotel_08,website_chat,NO,info,simple
INT2025_05_0036,04/05/2025 11:47,hotel_09,email,NO,service_request,simple
INT2025_05_0037,04/05/2025 12:31,hotel_10,website_chat,EN,booking,complex
INT2025_05_0038,04/05/2025 13:15,hotel_11,facebook,EN,info,simple
INT2025_05_0039,04/05/2025 14:02,hotel_12,email,NO,check_out,simple
INT2025_05_0040,04/05/2025 14:46,hotel_01,website_chat,EN,booking,complex
INT2025_05_0041,04/05/2025 15:28,hotel_02,email,NO,info,simple
INT2025_05_0042,04/05/2025 16:11,hotel_03,website_chat,EN,service_request,simple
INT2025_05_0043,04/05/2025 16:58,hotel_04,instagram,EN,complaint,complex
INT2025_05_0044,04/05/2025 17:40,hotel_05,email,NO,info,simple
INT2025_05_0045,05/05/2025 07:50,hotel_06,website_chat,EN,booking,complex
INT2025_05_0046,05/05/2025 08:33,hotel_07,email,NO,info,simple
INT2025_05_0047,05/05/2025 09:17,hotel_08,website_chat,NO,service_request,simple
INT2025_05_0048,05/05/2025 10:01,hotel_09,facebook,EN,info,simple
INT2025_05_0049,05/05/2025 10:48,hotel_10,email,EN,booking,complex
INT2025_05_0050,05/05/2025 11:29,hotel_11,website_chat,NO,info,simple
INT2025_05_0051,05/05/2025 12:14,hotel_12,email,NO,check_in,simple
INT2025_05_0052,05/05/2025 12:58,hotel_01,website_chat,EN,booking,complex
INT2025_05_0053,05/05/2025 13:42,hotel_02,instagram,EN,complaint,complex
INT2025_05_0054,05/05/2025 14:25,hotel_03,email,NO,info,simple
INT2025_05_0055,05/05/2025 15:11,hotel_04,website_chat,EN,service_request,simple
INT2025_05_0056,05/05/2025 15:57,hotel_05,email,NO,info,simple
INT2025_05_0057,05/05/2025 16:40,hotel_06,website_chat,EN,booking,complex
INT2025_05_0058,05/05/2025 17:22,hotel_07,facebook,EN,info,simple
INT2025_05_0059,06/05/2025 07:41,hotel_08,email,NO,service_request,simple
INT2025_05_0060,06/05/2025 08:19,hotel_09,website_chat,EN,booking,complex
INT2025_05_0061,06/05/2025 09:04,hotel_10,email,NO,info,simple
INT2025_05_0062,06/05/2025 09:48,hotel_11,website_chat,EN,service_request,simple
INT2025_05_0063,06/05/2025 10:31,hotel_12,instagram,EN,complaint,complex
INT2025_05_0064,06/05/2025 11:16,hotel_01,email,NO,info,simple
INT2025_05_0065,06/05/2025 12:02,hotel_02,website_chat,EN,booking,complex
INT2025_05_0066,06/05/2025 12:49,hotel_03,email,NO,service_request,simple
INT2025_05_0067,06/05/2025 13:33,hotel_04,website_chat,EN,info,simple
INT2025_05_0068,06/05/2025 14:20,hotel_05,email,NO,info,simple
INT2025_05_0069,06/05/2025 15:01,hotel_06,website_chat,EN,booking,complex
INT2025_05_0070,06/05/2025 15:47,hotel_07,instagram,EN,complaint,complex
INT2025_05_0071,06/05/2025 16:29,hotel_08,email,NO,info,simple
INT2025_05_0072,06/05/2025 17:11,hotel_09,website_chat,EN,service_request,simple
INT2025_05_0073,07/05/2025 07:38,hotel_10,email,NO,info,simple
INT2025_05_0074,07/05/2025 08:21,hotel_11,website_chat,EN,booking,complex
INT2025_05_0075,07/05/2025 09:06,hotel_12,email,NO,check_out,simple
INT2025_05_0076,07/05/2025 09:52,hotel_01,facebook,EN,info,simple
INT2025_05_0077,07/05/2025 10:34,hotel_02,website_chat,NO,service_request,simple
INT2025_05_0078,07/05/2025 11:18,hotel_03,email,EN,booking,complex
INT2025_05_0079,07/05/2025 12:03,hotel_04,website_chat,NO,info,simple
INT2025_05_0080,07/05/2025 12:47,hotel_05,email,NO,info,simple
INT2025_05_0081,07/05/2025 13:31,hotel_06,website_chat,EN,booking,complex
INT2025_05_0082,07/05/2025 14:15,hotel_07,instagram,EN,complaint,complex
INT2025_05_0083,07/05/2025 14:58,hotel_08,email,NO,service_request,simple
INT2025_05_0084,07/05/2025 15:42,hotel_09,website_chat,EN,info,simple
INT2025_05_0085,07/05/2025 16:27,hotel_10,email,NO,info,simple
INT2025_05_0086,07/05/2025 17:09,hotel_11,website_chat,EN,booking,complex
INT2025_05_0087,08/05/2025 07:46,hotel_12,email,NO,check_in,simple
INT2025_05_0088,08/05/2025 08:29,hotel_01,website_chat,EN,booking,complex
INT2025_05_0089,08/05/2025 09:13,hotel_02,instagram,EN,complaint,complex
INT2025_05_0090,08/05/2025 09:58,hotel_03,email,NO,info,simple
INT2025_05_0091,08/05/2025 10:41,hotel_04,website_chat,EN,service_request,simple
INT2025_05_0092,08/05/2025 11:26,hotel_05,email,NO,info,simple
INT2025_05_0093,08/05/2025 12:09,hotel_06,website_chat,EN,booking,complex
INT2025_05_0094,08/05/2025 12:53,hotel_07,facebook,EN,info,simple
INT2025_05_0095,08/05/2025 13:38,hotel_08,email,NO,service_request,simple
INT2025_05_0096,08/05/2025 14:22,hotel_09,website_chat,EN,info,simple
INT2025_05_0097,08/05/2025 15:06,hotel_10,email,NO,info,simple
INT2025_05_0098,08/05/2025 15:49,hotel_11,website_chat,EN,booking,complex
INT2025_05_0099,08/05/2025 16:33,hotel_12,instagram,EN,complaint,complex
INT2025_05_0100,08/05/2025 17:18,hotel_01,email,NO,info,simple
INT2025_05_0101,09/05/2025 07:55,hotel_02,website_chat,EN,booking,complex
INT2025_05_0102,09/05/2025 08:38,hotel_03,email,NO,service_request,simple
INT2025_05_0103,09/05/2025 09:22,hotel_04,website_chat,EN,info,simple
INT2025_05_0104,09/05/2025 10:06,hotel_05,website_chat,NO,info,simple
INT2025_05_0105,09/05/2025 10:51,hotel_06,email,EN,booking,complex
INT2025_05_0106,09/05/2025 11:34,hotel_07,website_chat,NO,service_request,simple
INT2025_05_0107,09/05/2025 12:18,hotel_08,instagram,EN,complaint,complex
INT2025_05_0108,09/05/2025 12:58,hotel_09,email,NO,info,simple
INT2025_05_0109,09/05/2025 13:42,hotel_10,website_chat,EN,booking,complex
INT2025_05_0110,09/05/2025 14:27,hotel_11,facebook,EN,info,simple
INT2025_05_0111,09/05/2025 15:09,hotel_12,email,NO,check_out,simple
INT2025_05_0112,09/05/2025 15:54,hotel_01,website_chat,EN,booking,complex
INT2025_05_0113,09/05/2025 16:36,hotel_02,email,NO,info,simple
INT2025_05_0114,10/05/2025 07:41,hotel_03,website_chat,NO,service_request,simple
INT2025_05_0115,10/05/2025 08:26,hotel_04,email,EN,booking,complex
INT2025_05_0116,10/05/2025 09:12,hotel_05,website_chat,NO,info,simple
INT2025_05_0117,10/05/2025 09:58,hotel_06,instagram,EN,complaint,complex
INT2025_05_0118,10/05/2025 10:41,hotel_07,email,NO,info,simple
INT2025_05_0119,10/05/2025 11:23,hotel_08,website_chat,EN,booking,complex
INT2025_05_0120,10/05/2025 12:05,hotel_09,email,NO,service_request,simple
INT2025_05_0121,10/05/2025 12:47,hotel_10,website_chat,EN,info,simple
INT2025_05_0122,10/05/2025 13:31,hotel_11,email,NO,info,simple
INT2025_05_0123,10/05/2025 14:14,hotel_12,website_chat,EN,booking,complex
INT2025_05_0124,10/05/2025 14:56,hotel_01,email,NO,check_in,simple
INT2025_05_0125,10/05/2025 15:39,hotel_02,website_chat,EN,info,simple
INT2025_05_0126,10/05/2025 16:22,hotel_03,email,NO,info,simple
INT2025_05_0127,10/05/2025 17:05,hotel_04,website_chat,EN,booking,complex
INT2025_05_0128,11/05/2025 07:48,hotel_05,email,NO,service_request,simple
INT2025_05_0129,11/05/2025 08:32,hotel_06,website_chat,EN,booking,complex
INT2025_05_0130,11/05/2025 09:16,hotel_07,email,NO,info,simple
INT2025_05_0131,11/05/2025 10:01,hotel_08,website_chat,EN,info,simple
INT2025_05_0132,11/05/2025 10:44,hotel_09,instagram,EN,complaint,complex
INT2025_05_0133,11/05/2025 11:28,hotel_10,email,NO,info,simple
INT2025_05_0134,11/05/2025 12:11,hotel_11,website_chat,EN,booking,complex
INT2025_05_0135,11/05/2025 12:55,hotel_12,email,NO,check_out,simple
INT2025_05_0136,11/05/2025 13:39,hotel_01,website_chat,EN,info,simple
INT2025_05_0137,11/05/2025 14:22,hotel_02,email,NO,info,simple
INT2025_05_0138,11/05/2025 15:06,hotel_03,website_chat,EN,booking,complex
INT2025_05_0139,11/05/2025 15:49,hotel_04,email,NO,info,simple
INT2025_05_0140,11/05/2025 16:31,hotel_05,website_chat,EN,service_request,simple
INT2025_05_0141,11/05/2025 17:12,hotel_06,email,NO,info,simple
INT2025_05_0142,12/05/2025 07:44,hotel_07,website_chat,EN,booking,complex
INT2025_05_0143,12/05/2025 08:29,hotel_08,email,NO,info,simple
INT2025_05_0144,12/05/2025 09:13,hotel_09,website_chat,EN,info,simple
INT2025_05_0145,12/05/2025 09:57,hotel_10,email,NO,info,simple
INT2025_05_0146,12/05/2025 10:40,hotel_11,instagram,EN,complaint,complex
INT2025_05_0147,12/05/2025 11:25,hotel_12,email,NO,check_in,simple
INT2025_05_0148,12/05/2025 12:08,hotel_01,website_chat,EN,booking,complex
INT2025_05_0149,12/05/2025 12:52,hotel_02,email,NO,info,simple
INT2025_05_0150,12/05/2025 13:36,hotel_03,website_chat,EN,service_request,simple
INT2025_05_0151,12/05/2025 14:19,hotel_04,email,NO,info,simple
INT2025_05_0152,12/05/2025 15:02,hotel_05,website_chat,EN,booking,complex
INT2025_05_0153,12/05/2025 15:46,hotel_06,email,NO,info,simple
INT2025_05_0154,12/05/2025 16:29,hotel_07,website_chat,EN,info,simple
INT2025_05_0155,12/05/2025 17:13,hotel_08,email,NO,service_request,simple
INT2025_05_0156,13/05/2025 07:49,hotel_09,website_chat,EN,booking,complex
INT2025_05_0157,13/05/2025 08:33,hotel_10,email,NO,info,simple
INT2025_05_0158,13/05/2025 09:17,hotel_11,website_chat,EN,info,simple
INT2025_05_0159,13/05/2025 10:01,hotel_12,email,NO,check_out,simple
INT2025_05_0160,13/05/2025 10:45,hotel_01,website_chat,EN,booking,complex
INT2025_05_0161,13/05/2025 11:28,hotel_02,email,NO,info,simple
INT2025_05_0162,13/05/2025 12:11,hotel_03,website_chat,EN,service_request,simple
INT2025_05_0163,13/05/2025 12:55,hotel_04,email,NO,info,simple
INT2025_05_0164,13/05/2025 13:38,hotel_05,website_chat,EN,info,simple
INT2025_05_0165,13/05/2025 14:21,hotel_06,email,NO,info,simple
INT2025_05_0166,13/05/2025 15:05,hotel_07,website_chat,EN,booking,complex
INT2025_05_0167,13/05/2025 15:48,hotel_08,email,NO,info,simple
INT2025_05_0168,13/05/2025 16:31,hotel_09,website_chat,EN,info,simple
INT2025_05_0169,13/05/2025 17:14,hotel_10,email,NO,info,simple
INT2025_05_0170,14/05/2025 07:52,hotel_11,website_chat,EN,booking,complex
INT2025_05_0171,14/05/2025 08:36,hotel_12,email,NO,check_in,simple
INT2025_05_0172,14/05/2025 09:20,hotel_01,instagram,EN,complaint,complex
INT2025_05_0173,14/05/2025 10:03,hotel_02,email,NO,info,simple
INT2025_05_0174,14/05/2025 10:47,hotel_03,website_chat,EN,info,simple
INT2025_05_0175,14/05/2025 11:31,hotel_04,email,NO,info,simple
INT2025_05_0176,14/05/2025 12:15,hotel_05,website_chat,EN,booking,complex
INT2025_05_0177,14/05/2025 12:58,hotel_06,email,NO,service_request,simple
INT2025_05_0178,14/05/2025 13:42,hotel_07,website_chat,EN,info,simple
INT2025_05_0179,14/05/2025 14:26,hotel_08,email,NO,info,simple
INT2025_05_0180,14/05/2025 15:09,hotel_09,website_chat,EN,booking,complex
INT2025_05_0181,14/05/2025 15:53,hotel_10,email,NO,info,simple
INT2025_05_0182,14/05/2025 16:36,hotel_11,website_chat,EN,info,simple
INT2025_05_0183,14/05/2025 17:18,hotel_12,email,NO,check_out,simple
INT2025_05_0184,15/05/2025 07:54,hotel_01,website_chat,EN,booking,complex
INT2025_05_0185,15/05/2025 08:38,hotel_02,email,NO,info,simple
INT2025_05_0186,15/05/2025 09:22,hotel_03,website_chat,EN,service_request,simple
