interaction_id,handled_by,response_time_s,resolved
INT2025_03_0001,AI,6.1,TRUE
INT2025_03_0002,AI,38.4,TRUE
INT2025_03_0003,AI,9.2,TRUE
INT2025_03_0004,Human,365.7,TRUE
INT2025_03_0005,AI,7,TRUE
INT2025_03_0006,Ai,-1,FALSE
INT2025_03_0007,Human,205.9,TRUE
INT2025_03_0008,Human,510,TRUE
INT2025_03_0009,AI,,FALSE
INT2025_03_0010,Human,690,TRUE
INT2025_03_0011,AI,14,TRUE
INT2025_03_0012,AI,22,TRUE
INT2025_03_0013,Human,280,TRUE
INT2025_03_0014,AI,11,TRUE
INT2025_03_0015,Human,420,FALSE
INT2025_03_0016,AI,9,TRUE
INT2025_03_0017,AI,38,TRUE
INT2025_03_0018,Human,350,TRUE
INT2025_03_0019,AI,13,TRUE
INT2025_03_0020,Human,390,TRUE
INT2025_03_0021,AI,18,TRUE
INT2025_03_0022,AI,30,TRUE
INT2025_03_0023,Human,460,FALSE
INT2025_03_0024,AI,12,TRUE
INT2025_03_0025,Human,300,TRUE
INT2025_03_0026,AI,8,TRUE
INT2025_03_0027,AI,45,TRUE
INT2025_03_0028,Human,370,TRUE
INT2025_03_0029,AI,16,TRUE
INT2025_03_0030,Human,520,FALSE
INT2025_03_0031,AI,20,TRUE
INT2025_03_0032,AI,34,TRUE
INT2025_03_0033,Human,410,TRUE
INT2025_03_0034,AI,14,TRUE
INT2025_03_0035,Human,320,TRUE
INT2025_03_0036,AI,10,TRUE
INT2025_03_0037,AI,48,TRUE
INT2025_03_0038,Human,480,FALSE
INT2025_03_0039,AI,17,TRUE
INT2025_03_0040,Human,360,TRUE
INT2025_03_0041,AI,21,TRUE
INT2025_03_0042,AI,36,TRUE
INT2025_03_0043,Human,430,TRUE
INT2025_03_0044,AI,15,TRUE
INT2025_03_0045,Human,300,TRUE
INT2025_03_0046,AI,9,TRUE
INT2025_03_0047,AI,52,TRUE
INT2025_03_0048,Human,400,TRUE
INT2025_03_0049,AI,18,TRUE
INT2025_03_0050,Human,450,FALSE
INT2025_03_0051,AI,22,TRUE
INT2025_03_0052,AI,35,TRUE
INT2025_03_0053,Human,470,FALSE
INT2025_03_0054,AI,13,TRUE
INT2025_03_0055,Human,330,TRUE
INT2025_03_0056,AI,10,TRUE
INT2025_03_0057,AI,55,TRUE
INT2025_03_0058,Human,380,TRUE
INT2025_03_0059,AI,19,TRUE
INT2025_03_0060,Human,500,FALSE
INT2025_03_0061,AI,23,TRUE
INT2025_03_0062,AI,37,TRUE
INT2025_03_0063,Human,420,TRUE
INT2025_03_0064,AI,14,TRUE
INT2025_03_0065,Human,310,TRUE
INT2025_03_0066,AI,9,TRUE
INT2025_03_0067,AI,58,TRUE
INT2025_03_0068,Human,390,TRUE
INT2025_03_0069,AI,18,TRUE
INT2025_03_0070,Human,440,TRUE
INT2025_03_0071,AI,22,TRUE
INT2025_03_0072,AI,39,TRUE
INT2025_03_0073,Human,480,FALSE
INT2025_03_0074,AI,15,TRUE
INT2025_03_0075,Human,320,TRUE
INT2025_03_0076,AI,11,TRUE
INT2025_03_0077,AI,60,TRUE
INT2025_03_0078,Human,520,FALSE
INT2025_03_0079,AI,20,TRUE
INT2025_03_0080,Human,380,TRUE
INT2025_03_0081,AI,24,TRUE
INT2025_03_0082,AI,41,TRUE
INT2025_03_0083,Human,430,TRUE
INT2025_03_0084,AI,16,TRUE
INT2025_03_0085,Human,300,TRUE
INT2025_03_0086,AI,12,TRUE
INT2025_03_0087,AI,57,TRUE
INT2025_03_0088,Human,500,FALSE
INT2025_03_0089,AI,19,TRUE
INT2025_03_0090,Human,360,TRUE
INT2025_03_0091,AI,25,TRUE
INT2025_03_0092,AI,38,TRUE
INT2025_03_0093,Human,450,TRUE
INT2025_03_0094,AI,14,TRUE
INT2025_03_0095,Human,600,FALSE
INT2025_03_0096,AI,10,TRUE
INT2025_03_0097,AI,,NULL
INT2025_03_0098,Human,420,TRUE
INT2025_03_0099,AI,18,TRUE
INT2025_03_0100,Human,390,TRUE
INT2025_03_0101,AI,22,TRUE
INT2025_03_0102,AI,36,TRUE
INT2025_03_0103,Human,470,FALSE
INT2025_03_0104,AI,15,TRUE
INT2025_03_0105,Human,330,TRUE
INT2025_03_0106,AI,11,TRUE
INT2025_03_0107,AI,59,TRUE
INT2025_03_0108,Human,520,FALSE
INT2025_03_0109,AI,21,TRUE
INT2025_03_0110,Human,400,TRUE
INT2025_03_0111,AI,17,TRUE
INT2025_03_0112,AI,29,TRUE
INT2025_03_0113,Human,300,TRUE
INT2025_03_0114,AI,13,TRUE
INT2025_03_0115,Human,420,FALSE
INT2025_03_0116,AI,10,TRUE
INT2025_03_0117,AI,44,TRUE
INT2025_03_0118,Human,360,TRUE
INT2025_03_0119,AI,16,TRUE
INT2025_03_0120,Human,410,TRUE
INT2025_03_0121,AI,22,TRUE
INT2025_03_0122,AI,37,TRUE
INT2025_03_0123,Human,480,FALSE
INT2025_03_0124,AI,15,TRUE
INT2025_03_0125,Human,320,TRUE
INT2025_03_0126,AI,11,TRUE
INT2025_03_0127,AI,51,TRUE
INT2025_03_0128,Human,380,TRUE
INT2025_03_0129,AI,19,TRUE
INT2025_03_0130,Human,540,FALSE
INT2025_03_0131,AI,24,TRUE
INT2025_03_0132,AI,39,TRUE
INT2025_03_0133,Human,430,TRUE
INT2025_03_0134,AI,16,TRUE
INT2025_03_0135,Human,300,TRUE
